family,rain_mode,month_index,year,tmy_month,elapsed_years,clean_ac_kwh_kwp,soiled_ac_kwh_kwp,retained_generation_percent,cumulative_loss_kwh_kwp,optical_domain_valid
vertical,periodic_rain,94,8,10,7.833333333333333,89.63211834617715,70.23929033652391,78.36397446866728,1604.4613150653092,True
vertical,periodic_rain,95,8,11,7.916666666666667,70.43721622138881,55.16449006314154,78.31724906582895,1619.734041223556,True
vertical,periodic_rain,96,8,12,8.0,56.477216690959416,44.15715484083563,78.18578433576398,1632.0541030736797,True
vertical,periodic_rain,97,9,1,8.083333333333334,69.56648085864542,54.44406488865652,78.26192185757294,1647.1765190436686,True
vertical,periodic_rain,98,9,2,8.166666666666666,86.35948664686316,67.70623444188055,78.40045960294027,1665.8297712486517,True
vertical,periodic_rain,99,9,3,8.25,117.8940455033723,92.43259840324335,78.40311018981816,1691.2912183487808,True
vertical,periodic_rain,100,9,4,8.333333333333334,135.16243765493653,106.07859166904646,78.48230137714755,1720.3750643346682,True
vertical,periodic_rain,101,9,5,8.416666666666666,109.16480042433065,85.5051898390981,78.32670376049228,1744.034674919901,True
vertical,periodic_rain,102,9,6,8.5,107.72566212475567,84.32539912447037,78.27791211606964,1767.434937920186,True
vertical,periodic_rain,103,9,7,8.583333333333334,86.5766244739394,67.6638896537415,78.15491775624625,1786.3476727403847,True
vertical,periodic_rain,104,9,8,8.666666666666666,93.00082090321382,72.72088397757327,78.19380869041368,1806.6276096660267,True
vertical,periodic_rain,105,9,9,8.75,97.23695636609904,76.16448840162258,78.32874582670172,1827.7000776305017,True
vertical,periodic_rain,106,9,10,8.833333333333334,89.63211834617715,70.18410619865557,78.30240709874839,1847.1480897780232,True
vertical,periodic_rain,107,9,11,8.916666666666666,70.43721622138881,55.11796585984525,78.25119846673931,1862.467340139567,True
vertical,periodic_rain,108,9,12,9.0,56.477216690959416,44.12847395151563,78.13500122179268,1874.8160828790112,True
vertical,periodic_rain,109,10,1,9.083333333333334,69.56648085864542,54.4030391733409,78.20294846290177,1889.9795245643165,True
vertical,periodic_rain,110,10,2,9.166666666666666,86.35948664686316,67.65176341476058,78.33738485662698,1908.6872477964178,True
vertical,periodic_rain,111,10,3,9.25,117.8940455033723,92.38619951787572,78.3637537616207,1934.1950937819138,True
vertical,periodic_rain,112,10,4,9.333333333333334,135.16243765493653,106.01619668859823,78.4361384183176,1963.341334748252,True
vertical,periodic_rain,113,10,5,9.416666666666666,109.16480042433065,85.45185968774712,78.27785087829612,1987.0542754848364,True
vertical,periodic_rain,114,10,6,9.5,107.72566212475567,84.2802797019255,78.23602848160878,2010.499657907665,True
vertical,periodic_rain,115,10,7,9.583333333333334,86.5766244739394,67.61739557033398,78.10121494247865,2029.45888681127,True
vertical,periodic_rain,116,10,8,9.666666666666666,93.00082090321382,72.69563899894544,78.16666379170994,2049.7640687155404,True
vertical,periodic_rain,117,10,9,9.75,97.23695636609904,76.13482923243436,78.29824387528672,2070.866195849205,True
vertical,periodic_rain,118,10,10,9.833333333333334,89.63211834617715,70.14692908510185,78.26092965267249,2090.3513851102825,True
vertical,periodic_rain,119,10,11,9.916666666666666,70.43721622138881,55.09547725501909,78.21927130375279,2105.6931240766476,True
vertical,periodic_rain,120,10,12,10.0,56.477216690959416,44.11517123514746,78.1114470929818,2118.0551695324584,True
