family,wind,seed,face,rainfall_mm,adhesion,bound_fraction,coefficient_multiplier,initial_mg_m2,surface_rain_mm,remaining_mg_m2,removed_mg_m2,remaining_percent
vertical,calm,201,front,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,front,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,201,rear,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,front,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,202,rear,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,2,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,10,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,20,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,front,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,calm,203,rear,40,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,rear,0,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,loose_dominated,0.2,0.5,100.0,0.299177121868031,97.0194303573124,2.9805696426875983,97.01943035731239
vertical,from_east,201,rear,0.5,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,loose_dominated,0.2,1.0,100.0,0.299177121868031,94.14818475814093,5.851815241859072,94.14818475814093
vertical,from_east,201,rear,0.5,loose_dominated,0.2,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,loose_dominated,0.2,2.0,100.0,0.299177121868031,88.71735623072064,11.28264376927936,88.71735623072064
vertical,from_east,201,rear,0.5,loose_dominated,0.2,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,adhered_dominated,0.7,0.5,100.0,0.299177121868031,98.74220723651705,1.2577927634829535,98.74220723651705
vertical,from_east,201,rear,0.5,adhered_dominated,0.7,0.5,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,adhered_dominated,0.7,1.0,100.0,0.299177121868031,97.52572876763722,2.4742712323627813,97.5257287676372
vertical,from_east,201,rear,0.5,adhered_dominated,0.7,1.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,0.5,adhered_dominated,0.7,2.0,100.0,0.299177121868031,95.21059581211635,4.7894041878836475,95.21059581211635
vertical,from_east,201,rear,0.5,adhered_dominated,0.7,2.0,100.0,0.0,100.0,0.0,100.0
vertical,from_east,201,front,2,loose_dominated,0.2,0.5,100.0,1.196708487472124,88.71735623072064,11.28264376927936,88.71735623072064
vertical,from_east,201,rear,2,loose_dominated,0.2,0.5,100.0,0.0,100.0,0.0,100.0
