design_id,profile,case_id,pv_kwp,ess_nominal_kwh,ess_pcs_kw,horizon_years,cost_multiplier,tariff,recovery_fraction,capex_krw,present_total_cost_krw,grid_only_present_cost_krw,npv_saving_vs_grid_krw,cumulative_user_solar_fraction,last_year_user_solar_fraction,minimum_annual_user_solar_fraction,cumulative_battery_user_kwh,discounted_user_load_kwh,net_present_cost_per_discounted_user_kwh,terminal_residual_proxy_krw,planning_pv_area_m2,minimum_solar_fraction_target,selection,feasible_in_grid
daytime_M01_pv75_e0_p0,daytime,M01,75.0,0.0,0.0,9,1.0,base_assumed,0.0,108000000.0,81793088.68254334,46698388.40898142,-35094700.27356192,0.80608889953127,0.8048932815132782,0.8048932815132782,0.0,259435.49116100787,315.27332022503373,0.0,861.9,0.8,no_ess,True
daytime_M01_pv75_e50_p12.5,daytime,M01,75.0,50.0,12.5,9,1.0,base_assumed,0.0,133500000.0,106922597.20863846,46698388.40898142,-60224208.79965704,0.9698200862610812,0.9658423078662212,0.9658423078662212,53785.694840743,259435.49116100787,412.1355822603369,0.0,861.9,0.95,any,True
,daytime,,,,,9,1.0,base_assumed,0.0,,,,,,,,,,,,,0.95,no_ess,False
daytime_M01_pv20_e0_p0,daytime,M01,20.0,0.0,0.0,10,1.0,base_assumed,0.0,31000000.0,48695468.77873244,50731798.484744206,2036329.7060117647,0.6385908752168108,0.6333571117383782,0.6333571117383782,0.0,281843.3249152456,172.7749585461209,0.0,229.84000000000003,0.0,any,True
daytime_M01_pv20_e0_p0,daytime,M01,20.0,0.0,0.0,10,1.0,base_assumed,0.0,31000000.0,48695468.77873244,50731798.484744206,2036329.7060117647,0.6385908752168108,0.6333571117383782,0.6333571117383782,0.0,281843.3249152456,172.7749585461209,0.0,229.84000000000003,0.0,no_ess,True
daytime_M01_pv20_e0_p0,daytime,M01,20.0,0.0,0.0,10,1.0,base_assumed,0.0,31000000.0,48695468.77873244,50731798.484744206,2036329.7060117647,0.6385908752168108,0.6333571117383782,0.6333571117383782,0.0,281843.3249152456,172.7749585461209,0.0,229.84000000000003,0.5,any,True
daytime_M01_pv20_e0_p0,daytime,M01,20.0,0.0,0.0,10,1.0,base_assumed,0.0,31000000.0,48695468.77873244,50731798.484744206,2036329.7060117647,0.6385908752168108,0.6333571117383782,0.6333571117383782,0.0,281843.3249152456,172.7749585461209,0.0,229.84000000000003,0.5,no_ess,True
daytime_M01_pv30_e25_p6.25,daytime,M01,30.0,25.0,6.25,10,1.0,base_assumed,0.0,59250000.0,65721477.67599217,50731798.484744206,-14989679.191247962,0.8503161492476438,0.8327176628086025,0.8327176628086025,49787.53400357754,281843.3249152456,233.18443924742792,0.0,344.76,0.8,any,True
daytime_M01_pv75_e0_p0,daytime,M01,75.0,0.0,0.0,10,1.0,base_assumed,0.0,108000000.0,79032508.37981808,50731798.484744206,-28300709.89507388,0.8059390215894955,0.8045901201135245,0.8045901201135245,0.0,281843.3249152456,280.4129152378695,0.0,861.9,0.8,no_ess,True
daytime_M01_pv75_e50_p12.5,daytime,M01,75.0,50.0,12.5,10,1.0,base_assumed,0.0,133500000.0,104051885.71699232,50731798.484744206,-53320087.23224813,0.9692853615826984,0.9644728394772544,0.9644728394772544,59621.414097519126,281843.3249152456,369.18343107214713,0.0,861.9,0.95,any,True
,daytime,,,,,10,1.0,base_assumed,0.0,,,,,,,,,,,,,0.95,no_ess,False
