object_id,ifc_guid,category,ifc_class,predefined_type,effective_type,object_type,old_schedule_zone,proposed_zones,quantity_role
ZONE_A,05s0DvC$jRV929XyJ91g6F,WORK_ZONE_R1,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,zone,A,,REFERENCE_ONLY
ZONE_B,2x_36Mv31GngMSBAisIBtD,WORK_ZONE_R1,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,zone,B,,REFERENCE_ONLY
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,WORK_ZONE_R1,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,zone,C,,REFERENCE_ONLY
ZONE_D,3$1Stc6JfRHQZHDbAILU6L,WORK_ZONE_R1,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,zone,D,,REFERENCE_ONLY
walkway_A,3q3q0DWtjTh8ZN5wMJC4TJ,PAVING_WALKWAY,IfcPavement,FLEXIBLE,FLEXIBLE,,A,A,PHYSICAL_DESIGN
walkway_B,2uUU441FzPTQzrtbwPLFUK,PAVING_WALKWAY,IfcPavement,FLEXIBLE,FLEXIBLE,,B,"A,B,D",PHYSICAL_DESIGN
walkway_C,19Dv29Y7vGQPOnCF_RhSPQ,PAVING_WALKWAY,IfcPavement,FLEXIBLE,FLEXIBLE,,C,"A,C",PHYSICAL_DESIGN
walkway_D,0mPlDNkl1NYQPHTpc1fBtL,PAVING_WALKWAY,IfcPavement,FLEXIBLE,FLEXIBLE,,D,"C,D",PHYSICAL_DESIGN
plaza_A,2RuwrdotDPRO4wT4PooqPW,PAVING_POCKET,IfcPavement,FLEXIBLE,FLEXIBLE,,A,A,PHYSICAL_DESIGN
plaza_C,0qfwjhpMnKS8C9ETlQ6DvM,PAVING_POCKET,IfcPavement,FLEXIBLE,FLEXIBLE,,C,C,PHYSICAL_DESIGN
plaza_D,3xEp6uVh9G9RMOhLExLruZ,PAVING_POCKET,IfcPavement,FLEXIBLE,FLEXIBLE,,D,"C,D",PHYSICAL_DESIGN
lawn_A,2TMfXTxhXNLvV7tqJ$0KgI,LAWN,IfcGeographicElement,VEGETATION,VEGETATION,,A,"A,B,C",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
lawn_B,3DQ93yPh9H9gS6aKs3R_3F,LAWN,IfcGeographicElement,VEGETATION,VEGETATION,,B,"A,B,D",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
lawn_C,1p635B579Ue8dBXvP_ghrm,LAWN,IfcGeographicElement,VEGETATION,VEGETATION,,C,"A,C",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
lawn_D,30SBC5WpHJ3vOz9iiaguLl,LAWN,IfcGeographicElement,VEGETATION,VEGETATION,,D,"A,B,C,D",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
shrub_A,2mofXfJPLR3A3TC$sO0JuJ,SHRUB_BED_AREA,IfcGeographicElement,VEGETATION,VEGETATION,,A,"A,B,C",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
shrub_B,1TDXd0_SnQ5RCqmS8RbvCO,SHRUB_BED_AREA,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
shrub_C,0u6PcUk4bRlxGZvc3a_Wfe,SHRUB_BED_AREA,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
shrub_D,25sRKXEljG6gNF8O0rabTH,SHRUB_BED_AREA,IfcGeographicElement,VEGETATION,VEGETATION,,D,"B,D",AREA_ONLY_NO_ADDITIONAL_PLANT_COUNT
green_A,3Rtnkwg4bP8Rx7PpzPFj5M,MULCH,IfcCovering,USERDEFINED,MULCH,MULCH,A,"A,B",PHYSICAL_DESIGN
green_B,3K6pWDCm1KuRkDLYGXyhSh,MULCH,IfcCovering,USERDEFINED,MULCH,MULCH,B,B,PHYSICAL_DESIGN
green_C,0xSKiI1HfMM9XaOKMx74R6,MULCH,IfcCovering,USERDEFINED,MULCH,MULCH,C,C,PHYSICAL_DESIGN
green_D,22geK9FJnQrBvkSa8mSioj,MULCH,IfcCovering,USERDEFINED,MULCH,MULCH,D,"B,D",PHYSICAL_DESIGN
P2_N01,32o20Yq$fIu8Fbxd4ku08H,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_N02,32fq$v0WDOxPZsBdaKmGKv,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_N03,1KzHpDp8TOfg3ND1kZypKE,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_I01,02y87a1DbR9Q4AvdxI7PYf,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_I02,2wA21KkBrHfA02Gl2eiITH,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_I03,3Ebh5eESjRseZM_OJbax7z,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_I04,3VXnKSS4HHDg0dcHjSWwyv,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_I05,3QMDNvBXzIjQKTQOQ$O8i$,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_I06,00Qd1HSYfKH8QiDyHu9eeZ,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,D,B,INDIVIDUAL_PLANT_COUNT
P2_I07,3gv7DXWyvUxOSt8FJ_jBfG,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,A,A,INDIVIDUAL_PLANT_COUNT
P2_D01,0ZenG1k7vSWeZohT8fL$kw,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_D02,02lVwwMzvLIBNFnth4sQVM,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,A,A,INDIVIDUAL_PLANT_COUNT
P2_D03,0GtydUzubMWxeS8$uNA2RA,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_T01,2gSA55vanH8ODXPrevY6hS,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_T02,1r03ubKVPIAPU_R$4tVrbd,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_T03,1qbKJG7tzOvwuITtIff3ER,TREE,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_B01-001,1NYMvE5ILU8gm3vg1UN72i,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-002,2LwZ4BzNLO0uQXO2SvekPT,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-003,3WCKa4RnfVFfXRKywJupFW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-004,2WiDxLF75RYf7RQD27Q_as,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-005,1xs6ajYEXPFeIg1_R5aygJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-006,340wse$TTH9AA9DZxMuI98,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-007,3mrjTI8CPMGxBGH_NLbL0F,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-008,2QLpM_5mfVJQC6Ep6qgwCJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-009,0VWPR_oJXJqBlm5lZM$l$r,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-010,1j2eaynWnTChuPM5RnTK$J,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-011,3VZy8Q56HVUBT9v6iTwVAj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-012,0zCWKuk4bSrQT_gUll3iSr,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-013,1Qu9Y4VPvI8QSVeQDFsgcW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-014,1BCiDsgbHVJeeGjnV4c8tP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-015,0E7lEDYSbNrALcsBqA4E4Q,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-016,0nj58s_i1VCOsmu5EFP1GQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-017,2sAv2f0y9SNQRX0STlhr$g,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-018,3NYLaHKibRuhozMjiyNc58,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-019,0VHIruTYTTTxcKg5YohOje,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-020,1mUY36l6HO_A0BN7rbpJ_W,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-021,2i38I4xgLMzBZMhqsSI5Ud,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-022,2AFZAlqPTSKBbsoubLeaj5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-023,3mXTX8Q6HLLfasVSVQm1Kk,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-024,1HYU0LPCvI$vrqgpBtC7d_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-025,3bJQJiDiDM7QmRG1qt5QLd,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-026,3ImQMWszbPDOUTISM$$NMl,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-027,0KWlfDxTfQohaUOQcnc73$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-028,28dm_xvPPOzAlk35iXVLnL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-029,38QFzX11nJRAZYpAxZki0q,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-030,1psr1n6AXTiepbYNL3e05d,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-031,00HqyoMsLO0gSOtdVEIt8J,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-032,1qwa6N2e5R8fBY_bCZt5MK,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-033,1DpgIZilbP7804Y1KC9tlw,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-034,3Ojce$eBTM98jRog6caZa_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-035,0W3nzHvNzVMxUfOTv3jcUl,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-036,1iqKe5o$fVUP3gLrtpa5I5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-037,1_gmCT1IzGJRTxf7rG3$m8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-038,0960wVj6fL8fYtFZnmzpHF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-039,3nfutFqbPGFweYz3W7udJH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-040,2BoJNLrmjKg9oJW4gL1lRA,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-041,10Jm2hIXTGWuB3qbvsGNGk,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-042,0$3AhVBZHUewoEhD$NPcAL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-043,0DI6heqBrGh9_oLpNkOARz,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-044,2iDAeYw8fHtPPd42iwXBeY,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-045,1KRxNkiAnMKxaWzZZI5ZzT,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-046,0Kzx8xtGzLruAOt4ybAhIS,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-047,0J494PjOXS1gRM5AbExuVA,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-048,2cDDBk8$jVQO48UKV6WzuL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-049,04g2Xc0AfLTAj0qAXnSX4J,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-050,3rO35tUG9PKATzQZubieoZ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-051,3xV4f1MX1Lxw0gtDzWgBva,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-052,2sBN4BQXTSshFOjFM6ERAs,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-053,1ajY79SRvGSh5cvvoEhz3S,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-054,3fgYBR$Q9Ngx9QHat3nhpK,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-055,23Sbx_2_zUifsTqcHL$L89,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-056,395XnGulLH89_eigmczpMo,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-057,1R0dyVnPrVABvo25tbiYEB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-058,0$LpI2kc1J8gxZG5bLB5fb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-059,3YnjIpIPDRbhsJ7Ji6IWaj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-060,1lFrzKO2bTI8HXaa4SRk2T,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-061,3nU29njE1MaxmEh$sOI3BP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-062,0EOkSRN0rQWuCS16vz7zfI,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-063,2m52Od0gzVJevfHNKjqRpj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-064,0XvCGVF51JLhcIvRx0BCUA,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-065,2TYYhIYV9TNxG3AlZCmvf8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-066,0TOtWmCkzPyv9Cz4f0e$Lg,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-067,3mGKWp07DO6wOgJxWl8mMm,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-068,3RmEdSacvNGhmTNagDcbXm,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-069,3Y8ZM8XrnLlvaGTHLoifh9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-070,1hku96nQLH784r$ccuajly,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-071,15oI82TfHItQn6tvOsGP6R,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-072,33PyTiASXPnefZrjcqzYDF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-073,0$3QLzKsXQ6gGCLfRhLRxh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-074,1E5IZPZjjSFOZNCMD$9kIF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-075,3Y5WSVZzjGD9uctUBH6tRc,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-076,15IQz0rijRmANeCkhQXxK9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-077,33LHln0ZLRu9fwJkYIoL5M,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-078,0vd57zx7XKOxwfQgFFTmZ_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-079,1I7V25gcLQugQN8VMmyr54,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-080,1yM8g6kBrR0B4eyCb27xky,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B01-081,1DyxVnh3vIyAJGdNUEvc$j,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-001,0M0iH79kLHGxJ5LaEtPSdE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-002,26dTlXDoLUpvUY0_NJbnPa,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-003,1_QMF7AjTLwxAa6M2esmin,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-004,27ol26vjjI98uAomxzmXhe,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-005,0H62th8YfSwBrmUMmKkUdI,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-006,2sx4PJPELNI9FFyTorSMcU,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-007,2juDyzDpLKqwUvwlIWmBbp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-008,1Spe8uX2fO5eB_i34LUJN4,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-009,1WV8L4uPTGnBLBHCXujZks,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-010,3rkGdSLtzGs8BTWe9iym6$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-011,0fD$KA1qjItOrT87CcHsIo,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-012,1qlySKqdTL$wS_umVyqlts,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-013,0SULF2RtHGmAbm4oVaNZX1,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-014,1v4XrGxeDKQxXz8e4BXrjo,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-015,1FM45rqUnI7QVLxZp9XuTX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-016,1WAb7piRzK5PWv8Vq19fox,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-017,0W2V_mPknGlw2xVLh09_Pu,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-018,2eF$vPKYbVSheIYqySNQuX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-019,0UtrvUQr5NrQpWCni3uynJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-020,3Bynax09zRPv0s2q6dEyVb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-021,3HcPo0izXVcRSmIHIJA75C,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-022,2ajIYGPATPvfScuQMYAhsP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-023,1VzQIwjKrSO8$WqG7prtgh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-024,2EcvYWzO9TzAGtsLrJF2ei,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-025,2dZQTskgXQmOYCHl$9mxNb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-026,0dclXMfkjMLQyAAU4k2dK1,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-027,3XDphuOCfRHOL6tN$kqRjN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_Y01-028,0VrfpolUXK1hwTeI6KThaf,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,C,C,INDIVIDUAL_PLANT_COUNT
P2_B02-001,19UnKf3ZTMQfBwHarOCGAY,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-002,1KVBzha2fTWx36YZlxFruC,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
